Date	Time	rps	odo	speed_obd	gps_lat	gps_lon	gps_speed	gps_alt	hv_v	hv_a	soc	ice_temp	ice_rpm	ice_pwr	brk_reg_trq	brk_mcyl_trq	trip_nbs	trip_ev_nbs	trip_mov_nbs	trip_dist	trip_ev_dist	hsi	mg2_rpm	ign	ltft	stft	tripfuel	fuelflowh	dcl	ccl	bsfc	ice_load	inverter_temp	battery_temp	mg_temp	inhaling_temp	ambient_temp	room_temp	mg2_torque	mg1_rpm	mg1_torque	mgr_rpm	mgr_torque	glideindex	accelerator
2019/05/01	16:19:10.852	11	2440	0	0	0	0	0	226	2	61.9608	56	0	0	0	0	0	0	0	0	0	0	7	5	1	0	0	0	18	-18	0	0	18	14	10	14	-500	-500	53.25	-16	0	0	0	0	0
2019/05/01	16:19:11.149	18	2440	0	0	0	0	0	210	46	61.9608	56	0	0	0	0	0	0	0	1.83333e-05	1.83333e-05	0	9	5	1	0	0	0	18	-18	0	0	19	14	10	14	-500	-500	88.75	2084	25	0	0	0	0
2019/05/01	16:19:11.460	25	2440	1	0	0	0	0	222	10	61.9608	55	949	-0.198758	0	0	0	0	0	7.43261e-05	1.83333e-05	0	54	4	1	0	0	0	18	-18	0	23	17	14	10	14	-500	-500	90.75	3270	0.875	0	0	0	10
2019/05/01	16:19:11.789	5	2440	1	0	0	0	0	220	14	61.9608	55	1217	-0.127444	0	0	1	0	0	0.000153022	1.83333e-05	0	54	12	1	0	0	0	18	-18	0	23	17	14	10	14	-500	-500	168	4436	0.125	0	0	0	27
2019/05/01	16:19:12.146	12	2440	1	0	0	0	0	222	4	61.9608	55	1439	3.46591	0	0	1	0	0	0.000280837	1.83333e-05	0	108	18	1	0	3.13847	31.6485	18	-18	666	29	17	14	10	14	-500	-500	146.125	4939	-7	0	0	0	28
2019/05/01	16:19:12.460	19	2440	2	0	0	0	0	224	2	61.9608	54	1460	4.43383	0	0	1	0	0	0.000467396	1.83333e-05	0	160	16	1	0	5.93921	32.1103	18	-18	666	35	17	14	10	14	-500	-500	144.625	4845	-8.25	0	0	0	29
2019/05/01	16:19:12.776	4	2440	3	0	0	0	0	226	0	61.9608	53	1471	5.08341	0	0	2	0	1	0.000748284	1.83333e-05	0	200	13	1	0	8.77902	32.3523	18	-18	666	36	17	14	10	14	-500	-500	121.25	4766	-9.375	0	0	0	27
2019/05/01	16:19:13.161	11	2440	4	0	0	0	0	224	-2	61.9608	53	1449	4.85565	0	0	2	0	1	0.00120577	1.83333e-05	0	248	11	1	0	12.1872	31.8684	18	-18	666	38	17	14	10	14	-500	-500	91.125	4559	-9.125	0	0	0	17
2019/05/01	16:19:13.457	18	2440	6	0	0	0	0	226	-4	61.9608	51	1433	4.95209	0	0	2	0	1	0.00166135	1.83333e-05	0	278	8	1	0	14.7873	31.5165	18	-18	666	38	17	14	10	14	-500	-500	58.125	4429	-9.125	0	0	0	18
2019/05/01	16:19:13.749	4	2440	7	0	0	0	0	226	-2	61.9608	50	1412	4.73166	0	0	3	0	2	0.00219575	1.83333e-05	0	304	6	1	0	17.2975	31.0546	18.5	-18.5	666	39	17	14	10	14	-500	-500	75.625	4280	-8.875	0	0	0	22
2019/05/01	16:19:14.070	11	2440	8	0	0	0	0	224	8	61.9608	48	1379	4.18785	0	0	3	0	2	0.00287243	1.83333e-05	0	336	4	1	0	20.0137	30.4612	18.5	-18.5	666	39	17	14	10	14	-500	-500	92.25	4093	-8.25	0	0	0	27
