Date	Time	rps	odo	speed_obd	gps_lat	gps_lon	gps_speed	gps_alt	hv_v	hv_a	soc	ice_temp	ice_rpm	ice_pwr	brk_reg_trq	brk_mcyl_trq	trip_nbs	trip_ev_nbs	trip_mov_nbs	trip_dist	trip_ev_dist	hsi	mg2_rpm	ign	ltft	stft	tripfuel	fuelflowh	dcl	ccl	bsfc	ice_load	inverter_temp	battery_temp	mg_temp	inhaling_temp	ambient_temp	room_temp	mg2_torque	mg1_rpm	mg1_torque	mgr_rpm	mgr_torque	glideindex	accelerator
2019/05/01	07:43:36.302	11	2430	96	0	0	0	0	244	-28	60	88	1412	12.7163	0	0	0	0	0	0.134982	0	0	3445	18	1	-1	0	24.1415	19.5	-19.5	666	34	29	17	30	13	-500	-500	-46.5	-4144	-19.375	0	0	0	11
2019/05/01	07:43:36.687	18	2430	95	0	0	0	0	238	-16	60	88	1267	5.83792	0	0	0	0	0	0.145149	0	0	3400	13	1	-3	2.31667	21.6624	19.5	-19.5	666	34	26	17	30	13	-500	-500	-31.25	-4278	-12.625	0	0	0	10
2019/05/01	07:43:37.105	0	2430	95	0	0	0	0	240	-12	60	88	1278	6.42393	0	0	1	0	1	0.156162	0	0	3423	14	1	-6	4.84768	21.8504	19.5	-19.5	666	34	25	17	30	13	-500	-500	-34.375	-4270	-14.125	0	0	0	10
2019/05/01	07:43:37.547	7	2430	95	0	0	0	0	240	-14	60	88	1259	6.32842	0	0	1	0	1	0.167816	0	0	3400	14	1	-2	7.49055	21.5256	19.5	-19.5	666	35	25	17	30	13	-500	-500	-31.5	-4300	-13.125	0	0	0	11
2019/05/01	07:43:38.700	5	2430	95	0	0	0	0	234	-8	60	88	1283	6.44906	0	0	2	0	2	0.198119	0	0	3363	15	1	0	14.5161	21.9359	19.5	-19.5	666	34	24	17	30	13	-500	-500	-25.25	-4061	-13.625	0	0	0	15
2019/05/01	07:43:39.144	1	2430	94	0	0	0	0	236	-2	60	88	1284	6.85747	0	0	3	0	3	0.209719	0	0	3343	15	1	3	17.2237	21.953	19.5	-19.5	666	34	23	17	30	13	-500	-500	-23.625	-4097	-13.75	0	0	0	16
2019/05/01	07:43:39.539	8	2430	94	0	0	0	0	234	0	60	88	1268	6.50645	0	0	3	0	3	0.219999	0	0	3336	15	1	3	19.6024	21.6795	19.5	-19.5	666	33	24	17	30	13	-500	-500	-22.75	-4093	-13.5	0	0	0	16
2019/05/01	07:43:39.923	15	2430	93	0	0	0	0	236	0	60	88	1273	6.3988	0	0	3	0	3	0.229962	0	0	3326	15	1	2	21.93	21.765	19.5	-19.5	666	33	23	17	30	13	-500	-500	-21	-4059	-13.25	0	0	0	17
2019/05/01	07:43:40.322	7	2430	93	0	0	0	0	232	2	60	88	1296	6.51441	0	0	4	0	4	0.240213	0	0	3322	15	1	2	24.3798	22.1582	19.5	-19.5	666	36	23	17	30	13	-500	-500	-17.5	-3940	-13.5	0	0	0	19
2019/05/01	07:43:42.444	1	2430	92	0	0	0	0	230	6	60	88	1497	9.71946	0	0	6	0	6	0.294717	0	0	3317	16	1	1	39.4664	25.5948	19.5	-19.5	666	41	23	17	30	13	-500	-500	-6.5	-2139	-16.125	0	0	0	27
