Date	Time	rps	odo	speed_obd	gps_lat	gps_lon	gps_speed	gps_alt	hv_v	hv_a	soc	ice_temp	ice_rpm	ice_pwr	brk_reg_trq	brk_mcyl_trq	trip_nbs	trip_ev_nbs	trip_mov_nbs	trip_dist	trip_ev_dist	hsi	mg2_rpm	ign	ltft	stft	tripfuel	fuelflowh	dcl	ccl	bsfc	ice_load	inverter_temp	battery_temp	mg_temp	inhaling_temp	ambient_temp	room_temp	mg2_torque	mg1_rpm	mg1_torque	mgr_rpm	mgr_torque	glideindex	accelerator
2019/04/06	16:34:42.851	25	13434	0	44.993779	-93.310067	0	252	224	0	66.6667	61	0	0	0	0	1	1	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	34	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:34:43.826	25	13434	0	44.993779	-93.310067	0	252	224	0	66.6667	61	0	0	0	0	2	2	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	34	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:34:44.262	7	13434	0	44.993779	-93.310067	0	252	224	0	66.6667	61	0	0	0	0	3	3	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	35	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:34:45.864	17	13434	0	44.993779	-93.310067	0	252	224	0	66.6667	61	0	0	0	0	4	4	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	34	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:34:46.866	41	13434	0	44.993779	-93.310067	0	252	224	0	66.6667	61	0	0	0	0	5	5	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	35	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:34:47.792	25	13434	0	44.993779	-93.310067	0	252	224	0	66.6667	61	0	0	0	0	6	6	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	35	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:34:48.668	18	13434	0	44.993779	-93.310067	0	252	224	0	66.6667	61	0	0	0	0	7	7	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	35	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:34:49.764	14	13434	0	44.993779	-93.310067	0	252	224	0	66.6667	61	0	0	0	0	8	8	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	35	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:34:50.810	23	13434	0	44.993779	-93.310067	0	252	224	0	66.6667	61	0	0	0	0	9	9	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	34	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:34:51.880	28	13434	0	44.993779	-93.310067	0	252	224	0	66.6667	61	0	0	0	0	10	10	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	34	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:34:52.849	10	13434	0	44.993779	-93.310067	0	252	224	0	66.6667	61	0	0	0	0	11	11	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	34	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:34:53.740	17	13434	0	44.993779	-93.310067	0	252	224	0	66.6667	61	0	0	0	0	12	12	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	34	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:34:54.839	26	13434	0	44.993779	-93.310067	0	252	224	0	66.6667	61	0	0	0	0	13	13	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	35	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:34:55.858	25	13434	0	44.993779	-93.310067	0	252	224	0	66.6667	61	0	0	0	0	14	14	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	34	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:34:56.046	4	13434	0	44.993779	-93.310067	0	252	224	0	66.6667	61	0	0	0	0	15	15	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	34	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:34:57.715	18	13434	0	44.993779	-93.310067	0	252	224	0	66.6667	61	0	0	0	0	16	16	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	34	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:34:58.906	24	13434	0	44.993779	-93.310067	0	252	224	0	66.6667	61	0	0	0	0	17	17	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	34	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:34:59.834	29	13434	0	44.993779	-93.310067	0	252	224	0	66.6667	61	0	0	0	0	18	18	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	34	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:35:00.668	23	13434	0	44.993779	-93.310067	0	252	224	0	66.6667	61	0	0	0	0	19	19	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	34	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:35:01.870	8	13434	0	44.993779	-93.310067	0	252	224	0	66.6667	61	0	0	0	0	20	20	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	34	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:35:02.822	25	13434	0	44.993779	-93.310067	0	252	224	0	66.6667	61	0	0	0	0	21	21	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	34	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:35:03.864	27	13434	0	44.993779	-93.310067	0	252	224	0	66.6667	61	0	0	0	0	22	22	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	35	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:35:04.393	12	13434	0	44.993779	-93.310067	0	252	224	0	66.6667	61	0	0	0	0	23	23	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	35	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:35:05.876	15	13434	0	44.993779	-93.310067	0	252	224	0	66.6667	61	0	0	0	0	24	24	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	35	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:35:06.865	24	13434	0	44.993779	-93.310067	0	252	224	0	66.6667	61	0	0	0	0	25	25	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	34	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:35:07.897	31	13434	0	44.993779	-93.310067	0	252	224	0	66.6667	61	0	0	0	0	26	26	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	35	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:35:08.561	23	13434	0	44.993779	-93.310067	0	252	224	0	66.6667	61	0	0	0	0	27	27	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	35	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:35:09.857	11	13434	0	44.993779	-93.310067	0	252	224	0	65.8824	61	0	0	0	0	28	28	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	35	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:35:10.804	20	13434	0	44.993779	-93.310067	0	252	222	0	65.8824	61	0	0	0	0	29	29	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	34	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:35:11.870	32	13434	0	44.993779	-93.310067	0	252	224	0	65.8824	61	0	0	0	0	30	30	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	34	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:35:12.909	23	13434	0	44.993779	-93.310067	0	252	224	0	65.8824	61	0	0	0	0	31	31	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	34	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:35:13.937	13	13434	0	44.993779	-93.310067	0	252	224	0	65.8824	61	0	0	0	0	32	32	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	35	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:35:14.953	38	13434	0	44.993779	-93.310067	0	252	224	0	65.8824	61	0	0	0	0	33	33	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	35	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:35:15.826	28	13434	0	44.993779	-93.310067	0	252	224	0	65.8824	61	0	0	0	0	34	34	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	35	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:35:16.842	24	13434	0	44.993779	-93.310067	0	252	224	0	65.8824	61	0	0	0	0	35	35	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	35	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:35:17.648	3	13434	0	44.993779	-93.310067	0	252	224	0	65.8824	61	0	0	0	0	36	36	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	34	43	39	19	-500	-500	0	0	0	0	0	0	0
2019/04/06	16:35:18.959	31	13434	0	44.993779	-93.310067	0	252	224	0	65.8824	61	0	0	0	0	37	37	0	0	0	0	0	5	-1	0	0	0	21	-25	0	0	35	43	39	19	-500	-500	0	0	0	0	0	0	0
